# _tick,_time,frames,mean_episode_return_0,loss_0,mean_episode_return_1,loss_1
589,1714865715.106647,1884800,2.2307379245758057,5387.0341796875,-3.1199557781219482,6692.81201171875
590,1714865715.4875698,1888000,2.2491703033447266,4604.71533203125,-3.1199557781219482,6692.81201171875
591,1714865715.815401,1891200,2.2491703033447266,4604.71533203125,-3.1797821521759033,6443.7314453125
592,1714865716.108974,1894400,2.272996664047241,5350.978515625,-3.1797821521759033,6443.7314453125
593,1714865716.6042209,1897600,2.272996664047241,5350.978515625,-3.175272226333618,6689.529296875
594,1714865716.7727659,1900800,2.2986643314361572,5090.1044921875,-3.175272226333618,6689.529296875
595,1714865717.3310661,1904000,2.2986643314361572,5090.1044921875,-3.167024612426758,6632.36865234375
596,1714865717.422548,1907200,2.275052785873413,5209.947265625,-3.167024612426758,6632.36865234375
597,1714865718.059874,1910400,2.294330358505249,5528.07177734375,-3.167024612426758,6632.36865234375
598,1714865718.134995,1913600,2.294330358505249,5528.07177734375,-3.1599972248077393,7023.40234375
599,1714865718.7218728,1916800,2.2885587215423584,5379.81396484375,-3.1599972248077393,7023.40234375
600,1714865718.8510342,1920000,2.2885587215423584,5379.81396484375,-3.1625845432281494,6661.337890625
601,1714865719.3988109,1923200,2.2841978073120117,4836.27685546875,-3.1625845432281494,6661.337890625
602,1714865719.5695639,1926400,2.2841978073120117,4836.27685546875,-3.1675031185150146,6047.6533203125
603,1714865720.057468,1929600,2.2634618282318115,5140.859375,-3.1675031185150146,6047.6533203125
604,1714865720.267812,1932800,2.2634618282318115,5140.859375,-3.152334213256836,6332.13134765625
605,1714865720.708627,1936000,2.2727584838867188,5264.00927734375,-3.152334213256836,6332.13134765625
606,1714865721.03182,1939200,2.2727584838867188,5264.00927734375,-3.1371142864227295,6953.9775390625
607,1714865721.3418722,1942400,2.278538465499878,5011.82861328125,-3.1371142864227295,6953.9775390625
608,1714865721.7097101,1945600,2.278538465499878,5011.82861328125,-3.121145248413086,6297.55615234375
609,1714865722.0347688,1948800,2.2756187915802,4728.4794921875,-3.121145248413086,6297.55615234375
610,1714865722.497922,1952000,2.2756187915802,4728.4794921875,-3.0855166912078857,6038.2099609375
611,1714865722.786588,1955200,2.2641539573669434,4982.49853515625,-3.0855166912078857,6038.2099609375
612,1714865723.2347462,1958400,2.2641539573669434,4982.49853515625,-3.1216208934783936,6503.43017578125
613,1714865723.419926,1961600,2.280977725982666,5148.08251953125,-3.1216208934783936,6503.43017578125
614,1714865724.0422242,1964800,2.280977725982666,5148.08251953125,-3.1563165187835693,7181.09326171875
615,1714865724.0476139,1968000,2.2931129932403564,5614.1064453125,-3.1563165187835693,7181.09326171875
616,1714865724.695966,1971200,2.3039417266845703,5257.703125,-3.1563165187835693,7181.09326171875
617,1714865724.7784169,1974400,2.3039417266845703,5257.703125,-3.126521587371826,6408.14501953125
618,1714865725.354521,1977600,2.3027701377868652,5420.67333984375,-3.126521587371826,6408.14501953125
619,1714865725.576022,1980800,2.3027701377868652,5420.67333984375,-3.1447646617889404,7353.78271484375
620,1714865726.050161,1984000,2.31184720993042,5304.130859375,-3.1447646617889404,7353.78271484375
621,1714865726.404934,1987200,2.31184720993042,5304.130859375,-3.1628170013427734,6683.689453125
622,1714865726.750358,1990400,2.308760166168213,5177.7314453125,-3.1628170013427734,6683.689453125
623,1714865727.0665631,1993600,2.308760166168213,5177.7314453125,-3.125429630279541,6430.79736328125
624,1714865727.443706,1996800,2.2614705562591553,4977.349609375,-3.125429630279541,6430.79736328125
625,1714865727.840235,2000000,2.2614705562591553,4977.349609375,-3.123253583908081,6437.3037109375
626,1714865728.150235,2003200,2.253085136413574,4685.75830078125,-3.123253583908081,6437.3037109375
627,1714865728.6697311,2006400,2.253085136413574,4685.75830078125,-3.0957119464874268,6370.03955078125
628,1714865728.765184,2009600,2.211611270904541,4607.72021484375,-3.0957119464874268,6370.03955078125
629,1714865729.42047,2012800,2.211611270904541,4607.72021484375,-3.1019136905670166,5843.73193359375
630,1714865729.452529,2016000,2.1923491954803467,4604.4423828125,-3.1019136905670166,5843.73193359375
631,1714865730.0653188,2019200,2.1805660724639893,4761.2919921875,-3.1019136905670166,5843.73193359375
632,1714865730.147907,2022400,2.1805660724639893,4761.2919921875,-3.1010963916778564,6719.5986328125
633,1714865730.706709,2025600,2.2021865844726562,4685.38916015625,-3.1010963916778564,6719.5986328125
634,1714865730.976222,2028800,2.2021865844726562,4685.38916015625,-3.081841230392456,6293.1962890625
635,1714865731.405312,2032000,2.206660509109497,4373.63330078125,-3.081841230392456,6293.1962890625
636,1714865731.837059,2035200,2.206660509109497,4373.63330078125,-3.10269832611084,6206.8095703125
637,1714865732.175461,2038400,2.2429511547088623,4810.65576171875,-3.10269832611084,6206.8095703125
638,1714865732.709716,2041600,2.2429511547088623,4810.65576171875,-3.110229253768921,6646.4658203125
639,1714865732.8483882,2044800,2.2194106578826904,4938.88330078125,-3.110229253768921,6646.4658203125
640,1714865733.3934278,2048000,2.1981289386749268,5069.31298828125,-3.110229253768921,6646.4658203125
641,1714865733.4867132,2051200,2.1981289386749268,5069.31298828125,-3.1114697456359863,6886.77978515625
642,1714865734.095506,2054400,2.2277159690856934,4572.5830078125,-3.1114697456359863,6886.77978515625
643,1714865734.2760231,2057600,2.2277159690856934,4572.5830078125,-3.1031746864318848,6027.43994140625
644,1714865734.736468,2060800,2.230785608291626,5179.65576171875,-3.1031746864318848,6027.43994140625
645,1714865735.040815,2064000,2.230785608291626,5179.65576171875,-3.1221320629119873,7228.2744140625
646,1714865735.379006,2067200,2.235569715499878,5079.685546875,-3.1221320629119873,7228.2744140625
647,1714865735.923817,2070400,2.235569715499878,5079.685546875,-3.1338722705841064,6857.0087890625
648,1714865736.186966,2073600,2.2248477935791016,4989.9140625,-3.1338722705841064,6857.0087890625
649,1714865736.6717162,2076800,2.2248477935791016,4989.9140625,-3.1240694522857666,6502.42626953125
650,1714865736.911062,2080000,2.189929246902466,4719.4892578125,-3.1240694522857666,6502.42626953125
651,1714865737.562884,2083200,2.189929246902466,4719.4892578125,-3.118096113204956,6436.60888671875
652,1714865737.569974,2086400,2.1696836948394775,5072.7666015625,-3.118096113204956,6436.60888671875
653,1714865738.339148,2089600,2.1654157638549805,4737.8564453125,-3.118096113204956,6436.60888671875
